ImageName,VietnameseName,EnglishName,Price
801.jpeg,ĐÁ XAY DÂU,STRAWBERRY SMOOTHIE,39000 - 45000
801.jpeg,BINGSU TRÁI CÂY,FRUIT BINGSU,68000
801.jpeg,BINGSU DƯA LƯỚI,MUSKMELON BINGSU,68000
801.jpeg,BINGSU SOCOLA & OREO,BINGSU CHOCOLATE & OREO,68000
801.jpeg,BINGSU DƯA HẤU,WATERMELON BINGSU,68000
801.jpeg,SODA BIỂN XANH,BLUE SEA SODA,30000
801.jpeg,SODA VIỆT QUỐC,VIETNAMESE SODA,30000
801.jpeg,SODA NHIỆT ĐỚI,TROPICAL SODA,30000
801.jpeg,PIZZA BÒ BẰM ,MINCED BEEF PIZZA,70000
801.jpeg,PIZZA HẢI SẢN ,SEAFOOD PIZZA,70000
801.jpeg,PIZZA XÚC XÍCH,SAUSAGE PIZZA,70000
801.jpeg,BÁNH MÌ GÀ PHÔ MAI CHẢY,MELTED CHEESE CHICKEN BREAD,38000
801.jpeg,BÁNH SỪNG BÒ,CROISSANTS,28000
802.jpeg,CƠM CHIÊN DƯƠNG CHÂU,YANGZHOU FRIED RICE,45000
802.jpeg,CƠM CHIÊN HẢI SẢN,SEAFOOD FRIED RICE,50000
802.jpeg,CƠM CHÁY HẢI SẢN ,SEAFOOD FRIED RICE,55000
802.jpeg,CƠM TRÁI DỪA ,COCONUT RICE,55000
802.jpeg,CƠM CHIÊN THÁI,THAI FRIED RICE,45000
802.jpeg,CƠM CUỐN SUSHI,SUSHI RICE ROLLS,55000
802.jpeg,CƠM RANG SẮC MÀU,COLORFUL FRIED RICE,55000
802.jpeg,CƠM GÀ TÂY BAN NHA ,SPANISH TURKEY RICE,NOT GIVEN
803.jpeg,CÀ PHÊ (NÓNG/ ĐÁ),HOT/ICED COFFEE,NOT GIVEN
803.jpeg,CÀ PHÊ SỮA (NÓNG/ ĐÁ),HOT/ ICEDMILK COFFE,NOT GIVEN
803.jpeg,CA CAO (NÓNG / ĐÁ),HOT/ICED COCOA,NOT GIVEN
803.jpeg,CA CAO SỮA (NÓNG / ĐÁ),HOT/ICED MILK COCOA,NOT GIVEN
803.jpeg,BẠC XĨU (NÓNG / ĐÁ),HOT/ ICED WHITE COFFEE,NOT GIVEN
803.jpeg,GREENTEA BLEND,GREENTEA BLEND,NOT GIVEN
803.jpeg,APPLE PIE,APPLE PIE,NOT GIVEN
803.jpeg,KIWI NINJA,KIWI NINJA,NOT GIVEN
803.jpeg,BLUEBERRY,BLUEBERRY,NOT GIVEN
803.jpeg,ALOE VERA,ALOE VERA,NOT GIVEN
803.jpeg,GRASPBERRY,GRASPBERRY,NOT GIVEN
803.jpeg,TIRAMISU,TIRAMISU,NOT GIVEN
803.jpeg,TRÀ LIPTON,LIPTON TEA,NOT GIVEN
803.jpeg,TRÀ ĐÀO,PEACH TEA,NOT GIVEN
803.jpeg,TRÀ BẠC HÀ,MINT TEA,NOT GIVEN
803.jpeg,TRÀ DÂU,STRAWBERRY TEA,NOT GIVEN
803.jpeg,TRÀ HOA CÚC,CHRYSANTHEMUM TEA,NOT GIVEN
803.jpeg,NƯỚC ÉP THƠM,FRAGRANT JUICE,NOT GIVEN
803.jpeg,NƯỚC ÉP CAM,ORANGE JUICE,NOT GIVEN
803.jpeg,NƯỚC ÉP BƯỞI,GRAPEFRUIT JUICE,NOT GIVEN
803.jpeg,NƯỚC ÉP CÀ RỐT,CARROT JUICE,NOT GIVEN
803.jpeg,NƯỚC ÉP CHANT DÂY,CHANT ROPE JUICE,NOT GIVEN
803.jpeg,NƯỚC ÉP DƯA HẤU,WATERMELON JUICE,NOT GIVEN
803.jpeg,CHANH TƯƠI,FRESH LEMON,NOT GIVEN
803.jpeg,SINH TỐ DÂU,STRAWBERRY SMOOTHIE,NOT GIVEN
803.jpeg,SINH TỐ DỪA,COCONUT SMOOTHY,NOT GIVEN
803.jpeg,SINH TỐ BƠ,AVOCADO SMOOTHIE,NOT GIVEN
803.jpeg,SINH TỐ CÀ RỐT,CARROT SMOOTHIE,NOT GIVEN
803.jpeg,SINH TỐ SAPO,SAPO SMOOTHIE,NOT GIVEN
803.jpeg,SINH TỐ XOÀI,MANGO BLENDED,NOT GIVEN
803.jpeg,YAOUT ĐÁ,ICE YOGURT,NOT GIVEN
803.jpeg,YAOUT DÂU,STRAWBERRY YOGURT,NOT GIVEN
803.jpeg,YAOUT TRÁI CÂY,FRUIT YOGURT,NOT GIVEN
803.jpeg,YAOUT VIỆT QUẤT,BLUEBERRY YOGURT,NOT GIVEN
803.jpeg,YAOUT CÀ PHÊ,COFFEE YOGURT,NOT GIVEN
803.jpeg,YAOUT XOÀI,MANGO YOGURT,NOT GIVEN
804.jpeg,GÀ CHIÊN,FRIED CHICKEN,30000
804.jpeg,THỊT KHO TIÊU,MEAT WITH PEPPER,30000
804.jpeg,THỊT KHO TRỨNG ,BRAISED MEAT WITH EGGS,30000
804.jpeg,THỊT KHO TRỨNG CÚT,BRAISED QUAIL EGGS,30000
804.jpeg,THỊT KHO CỦ CẢI ,BEEF SHARD,30000
804.jpeg,HEO QUAY,ROASTED PORK MEAT,30000
804.jpeg,BÒ XÀO HÀNH TÂY,STIR-FRIED BEEF WITH ONION,30000
804.jpeg,VỊT KHO GỪNG,GINGER DUCK WAREHOUSE,30000
804.jpeg,GIÒ HEO GIẢ CẦY,FAKE PIG'S LEG,25000
804.jpeg,VỊT NẤU CHAO,COOKED DUCK,35000
804.jpeg,THỊT LUỘC CÀ PHÁO,BOILED MEAT WITH EGGPLANT,30000
804.jpeg,TÔM RAM BA RỌI,SHRIMP WITH PORK BELLY,30000
804.jpeg,ẾCH XẢ ỚT,CHILI FROG,25000
804.jpeg,MẮM RUỐC BA RỌI,BACON SAUCE,30000
804.jpeg,MẮM CHƯNG,CHUNG SAUCE,30000
804.jpeg,ĐẬU HỦ SỐT CÀ,TOFU WITH KETCHUP,30000
804.jpeg,XÍU MẠI,VIETNANESE MEATBALL,30000
804.jpeg,CÁ TRÊ CHIÊN,FRIED CATFISH,25000
804.jpeg,CÁ NGỪ CHIÊN,FRIED TUNA,25000
804.jpeg,CÁ BỐNG MUỐI SẢ CHIÊN,FRIED SALTED GOBY WITH LEMONGRASS,25000
804.jpeg,CÁ HƯỜNG MUỐI SẢ CHIÊN,FRIED SALTED SEA BASS WITH LEMONGRASS,25000
804.jpeg,CÁ PHI LÊ MUỐI SẢ CHIÊN,FRIED SALTED LEMONGRASS FISH FILLET,25000
804.jpeg,CÁ ĐIÊU HỒNG CHIÊN,FRIED RED TILAPIA,25000
804.jpeg,CÁ HÚ KHO,BRAISED FISH,25000
804.jpeg,CÁ LÓC KHO,SNAKEHEAD FISH WAREHOUSES,25000
804.jpeg,CÁ RÔ KHO,BRAISED PERCH,25000
804.jpeg,CÁ BỐNG KHO,BRAISED GOBY,25000
804.jpeg,CÁ CAM KHO,BRAISED ORANGE FISH,30000
804.jpeg,KHÔ CÁ TRA,DRIED CATFISH,30000
804.jpeg,CANH BÍ ĐỎ ,PUMPKIN SOUP,NOT GIVEN
804.jpeg,CANH CHUA,SOUR SOUP,NOT GIVEN
805.jpeg,PHỞ BÒ TÁI BÁT ĐÀN,RARE BEEF NOODLE SOUP,50000
805.jpeg,PHỞ BÒ NẠM BÁT ĐÀN,BEEF NOODLE SOUP WITH BOWLS,50000
805.jpeg,PHỞ BÒ GẦU BÁT ĐÀN,BEEF NOODLE SOUP WITH BUCKET BOWL,50000
805.jpeg,PHỞ BÒ GÂN BÁT ĐÀN,BEEF NOODLE SOUP WITH BEEF TENDON BOWL,50000
805.jpeg,PHỞ BÒ VIÊN BÁT ĐÀN,BEEF NOODLE SOUP WITH BOWLS OF BEEF,50000
805.jpeg,PHỞ BẮP HOA,CORN PHO,70000
805.jpeg,PHỞ THẬP CẨM ,MIXED PHO,60000
805.jpeg,PHỞ TRẺ EM,CHILDREN'S PHO,35000
805.jpeg,PHỞ ĐÙI GÀ TÂY RÚT XƯƠNG ,BONELESS TURKEY THIGH PHO,40000
805.jpeg,PHỞ BÒ VÀ ĐÙI GÀ,BEEF NOODLE SOUP AND CHICKEN THIGHS,50000
805.jpeg,PHỞ BÁT SỨ 1 LOẠI THỊT ,PORCELAIN BOWL NOODLE WITH 1 KIND OF MEAT,40000
805.jpeg,PHỞ BÁT SỨ THẬP CẨM ,MIXED PORCELAIN BOWL NOODLE SOUP,50000
805.jpeg,TÔ TRẺ EM LOẠI 1 THỊT,CHILDREN'S BOWL OF 1 MEAT,35000
805.jpeg,TÔ TRẺ EM LOẠI THẬP CẨM ,MIXED CHILDREN'S BOWLS,40000
805.jpeg,THỊT THÊM,MEAT SIDE,40000
805.jpeg,PHỞ THÊM,PHO SIDE,10000
805.jpeg,TRỨNG ,EGG,5000
805.jpeg,NƯỚC NGỌT,SOFT DRINK,10000
805.jpeg,BÒ HÚC,RED BULL,15000
805.jpeg,BIA,BEER,20000
805.jpeg,CÀ PHÊ ĐÁ,ICE COFFEE,12000
805.jpeg,CÀ PHÊ SỮA,MILK COFFEE,15000
805.jpeg,SỮA ĐẬU NÀNH,SOYMILK,8000
806.jpeg,LẨU THẬP CẨM 2 NGƯỜI,MIXED HOT POT FOR 2 PEOPLE,65000
806.jpeg,LẨU BẠCH TUỘC HÀN QUỐC 2 NGƯỜI,KOREAN OCTOPUS HOT POT FOR 2 PEOPLE,65000
806.jpeg,LẨU CÁ HỒI 2 NGƯỜI,SALMON HOT POT FOR 2 PEOPLE,65000
806.jpeg,LẨU BÒ CUỘN KIM CHI LỚN,BIG KIMCHI BEEF HOT POT,110000
806.jpeg,LẨU BÒ NẤM LỚN,BIG MUSHROOM BEEF HOT POT,120000
806.jpeg,LẨU SƯỜN NẤM LỚN,BIG MUSHROOM RIB HOT POT,120000
806.jpeg,LẨU HẢI SẢN CHUA CAY LỚN,BIG SPICY AND SOUR SEAFOOD HOT POT,125000
806.jpeg,LẨU THÁI LỚN,THAI HOT POT,130000
806.jpeg,LẨU THẬP CẨM LỚN,BIG MIXED HOT POT,130000
806.jpeg,LẨU TIỄN VUA LỚN ,BIG KING FAREWELL HOT POT,210000
806.jpeg,LẨU HẢI SẢN OSCAR,OSCAR SEAFOOD HOT POT,295000
806.jpeg,MÌ XÀO BÒ,BEEF STIR-FRY NOODLES,40000
806.jpeg,MÌ XÀO HỈA SẢN ,FRIED NOODLES,40000
806.jpeg,ĐẬU BẮP NƯỚNG,GRILLED OKRA,10000
806.jpeg,LÒNG NƯỚNG,GRILLED HEART,25000
806.jpeg,BA RỌI NƯỚNG ,GRILLED BACON,30000
806.jpeg,BẠCH TUỘC NƯỚNG SATE,GRILLED OCTOPUS SATE,30000
806.jpeg,BẠCH TUỘC NƯỚNG MUỐI ỚT,GRILLED OCTOPUS WITH SALT AND PEPPER,30000
806.jpeg,ẾCH NƯỚNG ,GRILLED FROG,35000
806.jpeg,SƯỜN NƯỚNG ,BAKED RIBS,35000
806.jpeg,BẸ SỮA NƯỚNG ,BAKED MILK SHEATH,35000
806.jpeg,MỰC NƯỚNG SATE,GRILLED SQUID SATE,35000
806.jpeg,BÒ CUỘN NẤM KIM CHẤM ,SPICY MUSHROOM BEEF ROLL,35000
806.jpeg,BÒ LẠC CẢNH ,STRAY COWS,40000
806.jpeg,BÒ NƯỚNG MUỐI ỚT ,GRILLED BEEF WITH SALT AND PEPPER,40000
806.jpeg,TÔM NƯỚNG SATE,GRILLED SHRIMP SATE,40000
806.jpeg,TÔM NƯỚNG MỌI,GRILLED SHRIMP,40000
806.jpeg,NƯỚNG THẬP CẨM (6 MÓN),MIXED GRILL (6 DISHES),60000
806.jpeg,GỎI HẢI SẢN ,SEAFOOD SALAD,30000
806.jpeg,GỎI TAI HEO ,PIG EAR SALAD,30000
806.jpeg,GỎI BÒ ,BEEF SALAD,40000
806.jpeg,CHẢ RAM TÔM,SHRIMP SPRING ROLLS,30000
806.jpeg,KHOAI TÂY CHIÊN,FRENCH FRIES,15000
806.jpeg,ĐẬU CHIÊN CUỐN CẢI,FRIED BEAN CURD WITH CABBAGE,20000
806.jpeg,SƯỜN NON CHIÊN MẮM ,FRIED PORK RIBS WITH FISH SAUCE,45000
806.jpeg,CÁNH GÀ CHIÊN MẮM ,FRIED CHICKEN WING SAUCE,45000
806.jpeg,ĐẬU NON CHIÊN XÙ ,DEEP-FRIED BABY BEANS,40000
806.jpeg,RAU MUỐNG XÀO TỎI ,SAUTEED GARLIC SPINACH,15000
806.jpeg,BẮP XÀO HÀNH TÔM ,STIR-FRIED CORN WITH ONIONS AND SHRIMP,25000 - 30000
806.jpeg,LÒNG XÀO NGHỆ ,STIR FRIED TURMERIC,35000
806.jpeg,ẾCH XÀO XẢ ỚT,STIR-FRIED FROG WITH CHILI PEPPER,45000
806.jpeg,ĐẬU BẮP LUỘC CHẤM CHAO,BOILED OKRA WITH DIPPING SAUCE,15000
806.jpeg,NGHÊU HẤY XẢ,HOT CLAMS,30000
806.jpeg,BẠCH TUỘC HẤP GỪNG ,STEAMED OCTOPUS WITH GINGER,45000
806.jpeg,BẠCH TUỘC XÔNG KHÓI ,SMOKED OCTOPUS,45000
806.jpeg,MỰC HẤP GỪNG ,GINGER STEAMED SQUID,45000
806.jpeg,TÔM SÚ HẤP GỪNG ,STEAMED TIGER SHRIMP WITH GINGER,55000
806.jpeg,TÔM RANG MUỐI ỚT,FRIED SHRIMP WITH SALT AND CHILI,55000
807.jpeg,MOCHA CAFE,MOCHA COFFEE,20000
807.jpeg,CARAMEL MACHIATO,CARAMEL MACHIATO,20000
807.jpeg,FRAPU HAZENUT,FRAPU HAZENUT,20000
807.jpeg,FRAPU VANILLA,VANILLA FRAPU,20000
807.jpeg,FRAPU TIRAMISU,FRAPU TIRAMISU,20000
807.jpeg,FRAPU ALMOND,FRAPU ALMOND,20000
807.jpeg,MILK COFFEE WITH ICE,MILK COFFEE WITH ICE,14000
807.jpeg,COFFEE WITH ICE,COFFEE WITH ICE,12000
807.jpeg,CHOCO FREEZE,CHOCO FREEZE,20000
807.jpeg,CHOCO MINT,CHOCOLATE MINT,20000
807.jpeg,CHO-PEANUT BUTTER ,CHO-PEANUT BUTTER,20000
807.jpeg,CHOCO ALMOND,CHOCOLATE ALMOND,20000
807.jpeg,CHOCO MACADANIA,CHOCO MACADANIA,20000
807.jpeg,BLUEBERRY,BLUEBERRY SMOOTHIES,22000
807.jpeg,RASPBERRY,RASPBERRY SMOOTHIES,22000
807.jpeg,PINEAPLE & MANGO,PINEAPLE & MANGO SMOOTHIES,22000
807.jpeg,BANABLACK,BANABLACK SMOOTHIES,22000
807.jpeg,ROSE CHRISTMAS,ROSE CHRISTMAS SMOOTHIES,22000
807.jpeg,KIWI/ STRAWBERRY,KIWI/ STRAWBERRY SMOOTHIES,22000
807.jpeg,YELLOW PASION,YELLOW PASION SMOOTHIES,22000
808.jpeg,RAU MUỐNG XÀO TỎI ,SAUTEED GARLIC SPINACH,40000
808.jpeg,RAU THẬP CẨM KHO QUẸT,BRAISED MIXED VEGETABLES,50000
808.jpeg,KHOAI TÂY CHIÊN,FRENCH FRIES,40000
808.jpeg,BÔNG CẢI XÀO TỎI,STIR-FRIED BROCCOLI WITH GARLIC,50000
808.jpeg,BÔNG CẢI XÀO HẢI SẢN ,STIR-FRIED BROCCOLI WITH SEAFOOD,100000
808.jpeg,BÔNG THIÊN LÝ XÀO BÒ,STIR-FRIED ANGELICA COTTON WITH BEEF,100000
808.jpeg,BÔNG THIÊN LÝ XÀO TỎI,STIR-FRIED ANGELICA COTTON WITH GARLIC,60000
808.jpeg,ĐỌT BÍ XÀO BÒ ,STIR-FRIED SQUASH WITH BEEF,100000
808.jpeg,ĐỌT BÍ XÀO TỎI ,STIR-FRIED SQUASH WITH GARLIC,50000
808.jpeg,ĐẬU HŨ CHIÊN GIÒN,DEEP FRIED TOFU,40000
808.jpeg,ĐẬU HŨ CHIÊN SẢ ỚT,FRIED TOFU WITH LEMONGRASS AND CHILI,40000
808.jpeg,CƠM CHIÊN TỎI,GARLIC FRIED RICE,70000
808.jpeg,CƠM CHIÊN DƯƠNG CHÂU,YANGZHOU FRIED RICE,70000
808.jpeg,CƠM CHIÊN CÁ MẶN,FRIED RICE WITH SALTED FISH,80000
808.jpeg,CƠM CHIÊN HẢI SẢN ,SEAFOOD FRIED RICE,80000
808.jpeg,CƠM CHIÊN DƯA BÒ,BEEF FRIED RICE,80000
808.jpeg,MÌ XÀO HẢI SẢN ,SEAFOOD FRIED NOODLES,80000
808.jpeg,MÌ XÀO BÒ,BEEF STIR-FRY NOODLES,100000
808.jpeg,MIÌ XÀO GIÒN HẢI SẢN ,CRISPY FRIED NOODLES WITH SEAFOOD,100000
808.jpeg,BÒ LÚC LẮC KHOAI TÂY,BEEF WITH POTATO SHAKE,100000
808.jpeg,BÒ XÀO HÀNH CẦN ,STIR-FRIED BEEF WITH ONION,100000
808.jpeg,BÒ BÍT TẾT,STEAK,100000
808.jpeg,BÒ RANG MUỐI,SALTED BEEF,100000
808.jpeg,BÒ TÁI CHANH,LEMONGRASS BEEF,100000
808.jpeg,TÔM HẤP,STEAMED SHRIMP,90000
808.jpeg,TÔM RNAG MUỐI,SALTED SHRIMP,90000
808.jpeg,TÔM RANG ME ,SHRIMP FRIED WITH TAMARIND,90000
808.jpeg,TÔM CHIÊN BỘT ,FRIED SHRIMP POWDER,90000
808.jpeg,MỰC XÀO CHUA NGỌT ,FRIED SWEET AND SOUR,90000
808.jpeg,MỰC HẤP GỪNG ,GINGER STEAMED SQUID,90000
808.jpeg,MỰC CHÁY TỎI ,GARLIC SQUID,90000
808.jpeg,MỰC RANG MUỐI TIÊU,ROASTED SQUID WITH SALT AND PEPPER,90000
808.jpeg,MỰC TUỘC XÀO SA TẾ,STIR-FRIED SQUID WITH SATAY,90000
808.jpeg,MỰC TUỘC NHÚNG GIẤM ,SQUID DIPPED IN VINEGAR,170000
808.jpeg,CÁNH GÀ CHIÊN MẮM ,FRIED CHICKEN WING SAUCE,80000
808.jpeg,CÁNH GÀ CHIÊN BƠ,BUTTER-FRIED CHICKEN WINGS,80000
808.jpeg,CHÂN GÀ CHIÊN NƯỚC MẮM ,FRIED CHICKEN FEET WITH FISH SAUCE,80000
808.jpeg,CHÂN GÀ HẤP ,STEAMED CHICKEN FEET,80000
808.jpeg,GIÒ HEO RANG MUỐI ,ROASTED PORK LEG WITH SALT,130000
808.jpeg,GIÒ HEO CHIÊN NƯỚC MẮM ,FRIED PORK BELLY WITH FISH SAUCE,130000
808.jpeg,DỒI TRƯỜNG HẤP,HOT POT STEAMED,90000
808.jpeg,GIÒ HEO RANG MUỐI ,ROASTED PORK LEG WITH SALT,90000
808.jpeg,DỒI TRƯỜNG XÀO CẢI CHUA,STIR-FRIED SAUSAGE WITH PICKLED CABBAGE,90000
808.jpeg,DỒI TRƯỜNG CHIÊN GIÒN ,CRISPY FRIED PORK BELLY,90000
808.jpeg,BAO TỬ XÀO THẬP CẨM ,MIXED FRIED STOMACH,90000
808.jpeg,SƯỜN RAM MẶN,SALTY RAM RIBS,90000
808.jpeg,LƯƠN CHIÊN GIÒN,CRISPY FRIED EEL,100000
808.jpeg,LƯƠN XÀO LĂN,FRIED EEL ROLL,100000
808.jpeg,LƯƠN XÀO SẢ ỚT,FRIED EEL WITH CHILLI,100000
808.jpeg,ẾCH NÚP RƠM,FROG HIDING IN STRAW,90000
808.jpeg,ẾCH RANG MUỐI ,ROASTED SALTED FROG,90000
808.jpeg,ẾCH XÀO LĂN ,STIR-FRIED FROG ROLL,100000
808.jpeg,ẾCH CHIÊN BƠ ,BUTTER FRIED FROG,90000
808.jpeg,ẾCH CHIÊN NƯỚC MẮM,FRIED FROG WITH FISH SAUCE,90000
808.jpeg,CÁ TRỨNG CHIÊN GIÒN ,CRISPY FRIED EGG FISH,70000
808.jpeg,CÁ NGÁT KHO ,BRAISED CATFISH,110000
808.jpeg,CÁ BỚP KHO ,BRAISED COBIA,110000
808.jpeg,CÁ DỨA KHO ,BRAISED PINEAPPLE FISH,110000
808.jpeg,CANH CHUA CÁ NGÁT,CATFISH SOUR SOUP,120000
808.jpeg,CANH CHUA CÁ BỚP ,COBIA SOUR SOUP,120000
808.jpeg,CANH CHUA CÁ DỨA,PINEAPPLE FISH SOUR SOUP,120000
808.jpeg,LẨU CÁ NGÁT,CATFISH HOT POT,250000
808.jpeg,LẨU CÁ BỚP,COBIA HOTPOT,250000
808.jpeg,LẨU CÁ ĐUỐI ,HOTPOT STINGRAY,250000
808.jpeg,LẨU HẢI SẢN ,SEAFOOD HOTPOT,250000
808.jpeg,LẨU THÁI,THAI HOTPOT,250000
808.jpeg,LẨU LƯƠN,EEL HOT POT,250000
808.jpeg,LẨU ẾCH,FROG HOTPOT,220000
808.jpeg,LẨU CÁ CHÊM ,FISH HOT POT,260000
808.jpeg,LẨU CÁ DỨA ,PINEAPPLE FISH HOT POT,270000
808.jpeg,LẨU CHÁO CÁ DỨA ,PINEAPPLE FISH PORRIDGE HOT POT,270000
808.jpeg,CHÁO CÁ DỨA(TÔ),PINEAPPLE FISH PORRIDGE (BOWL),120000
808.jpeg,CHÁO HẢO(TÔ),OYSTER PORRIDGE (BOWL),110000
808.jpeg,LẨU CHÁO HÀO,OYSTER PORRIDGE HOT POT,220000
809.jpeg,BÁNH HỎI CHÁO LÒNG,RICE VERMICELLI WITH PIG'S TRIPES,40000
809.jpeg,BÁNH HỎI HEO QUAY,RICE VERMICELLI WITH ROAST PORK,40000
809.jpeg,BÁNH CUỐN BÌNH ĐỊNH,BINH DINH’S STEAMED ROLLED RICE PANCAKE,15000
809.jpeg,BÚN MẮM NÊM,VERMICELLI NOODLES WITH FERMENTED FISH SOURCE,35000
809.jpeg,CHÁO LÒNG HEO,PIG'S TRIPES RICE GRUEL,35000
809.jpeg,"BÁNH CANH
(BỘT GẠO/ BỘT LỌC)","RICE SPAGHETTI 
(RICE FLOUR/FINEST FLOUR)",35000
809.jpeg,BÁNH BÈO BÌNH ĐỊNH,BINH DINH’S BLOATING FERN-SHAPED CAKE,20000
809.jpeg,BÁNH HỎI THÊM,RICE VERMICELLI SIDE,5000
809.jpeg,LÒNG HEO THÊM,PIG'S TRIPES SIDE,25000
809.jpeg,HEO QUAY THÊM,ROAST PORK SIDE,25000
809.jpeg,NƯỚC CAM,ORANGE JUICE,20000
809.jpeg,RONG BIỂN LÁ DỨA ĐƯỜNG PHÈN,SEAWEED PANDAN LEAVES WITH SUGAR CANDY,10000
809.jpeg,NƯỚC NGỌT CÁC LOẠI,SOFT DRINK ,10000
809.jpeg,TRÀ ĐÁ,ICE GREEN TEA,FREE
810.jpeg,BÁNH HỎI,RICE VERMICELLI ,30000
810.jpeg,BÁNH HỎI HEO QUAY,RICE VERMICELLI WITH ROAST PORK,35000
810.jpeg,BÁNH HỎI (ĐẶC BIỆT),RICE VERMICELLI (SPECIAL),40000
810.jpeg,CHÁO LÒNG HEO,PIG'S TRIPES RICE GRUEL,25000
810.jpeg,CHÁO LÒNG (ĐẶC BIỆT),PIG'S TRIPES RICE GRUEL (SPECIAL),35000
810.jpeg,BÁNH HỎI (KHÔNG),RICE VERMICELLI (NO TOPPING),5000
810.jpeg,BÁNH TRÁNG MÈ TRẮNG,GIRDLE CAKE WHITE SESAME,4000
810.jpeg,ĐẬU NÀNH,SOIL MILK,5000
810.jpeg,CÀ PHÊ,COFFEE,12000
810.jpeg,CÀ PHÊ SỮA,COFFEE WITH MILK,15000
810.jpeg,"NƯỚC SUỐI, NƯỚC NGỌT CÁC LOẠI","WATER, SOFT DRINK",NOT GIVEN
811.jpeg,BÚN RIÊU CÁ,CRAB NOODLE SOUP WITH FISH,20000
811.jpeg,BÚN CÁ TƯƠI,FRESH FISH NOODLE,25000
811.jpeg,BÚN MẮT CÁ,FISH EYES NOODLE,30000
811.jpeg,BÚN MỰC,SQUID NOODLE,35000
811.jpeg,MẮT CÁ THÊM,FISH EYES SIDE,20000
812.jpeg, MARGHERITA,MARGHERITA,180000
812.jpeg,BLUE CHEESE,PIZZA BLUE CHEESE,190000
812.jpeg, BBQ GÀ,CHICKEN BBQ,200000
812.jpeg,SALAMI,SALAMI,210000
812.jpeg,BBQ MÁY NGHIỀN THỊT,BBQ MEAT CRUSHER,210000
812.jpeg,MARINARA HẢI SẢN,MARINARA SEAFOOD,210000
812.jpeg,GARDEN ,GARDEN ,200000
812.jpeg,HAWAIIAN,HAWAIIAN,200000
812.jpeg,CÁ CHIM NƯỚNG BƠ CHANH,GRILLED SEAFOOD ,250000
812.jpeg,HẢI SẢN NƯỚNG,GRILLED SEAFOOD,250000
812.jpeg,SƯỜN NƯỚNG,"GRILLED RIBS,200000
812.jpeg,CỪU NƯỚNG,GRILLED LAMB,350000
812.jpeg,GÀ NƯỚNG NGUYÊN CON,WHOLE ROAST CHICKEN ,420000
813.jpeg,RAU MUỐNG XÀO TỎI,STIR-FRIED MORNING GLORY WITH GARLIC ,60000
813.jpeg,RAU MUỐNG XÀO CHAO,STIR-FRIED MORMING GLORY WITH SATED BEAN CURD ,60000
813.jpeg,BẮP CẢI ĐÀ LẠT XÀO HÚNG ỚT ,CABBAGE FROM DALAT WITH CHILLI,60000
813.jpeg,ĐẬU ĐŨA SỐT HÚNG ỚT ,LONG BEAN WITH CHILLI,60000
813.jpeg,CẢI THÌA NẤM ĐÔNG CÔ SỐT DẦU HÀO ,KALANG AND MUSHROOM WITH OYSTER SAUCE ,80000
813.jpeg,RAU CỦ THẬP CẨM HẤP CHẤM KHO QUẸT ,STEAMED MIXED VEGETABLE ,80000
813.jpeg,BẦU LUỘC CHẤM CHAO ,STEAMED MIXED VEGETABLE ,50000
813.jpeg,ĐẬU BẮP LUỘC CHẤM CHAO,STEAMED MIXED VEGETABLE,80000
813.jpeg,CẢI ĐẮNG XÀO TỎI ,STIR-FRIED BITTER SPINACH ,80000
813.jpeg,DƯA LEO CÀ CHUA LẠNH ,SLICED CUCUMBER AND TOMATO ,30000
814.jpeg,KEM TUYẾT XOÀI DÂU,MANGO/STRAWBERRY SNOWFLAKE,68000
814.jpeg,KEM TUYẾT TRÀ SỮA,MILKTEA SNOWFLAKE,66000
814.jpeg,KEM TUYẾT CÀ PHÊ/MATCHA,COFFEE/MATCHA SNOWFLAKE,56000
814.jpeg,KEM TUYẾT TIRAMISU,TIRAMISU SNOWFLAKE,79000
814.jpeg,BÁNH WAFFLE XOÀI,MANGO WAFFLE,35000
814.jpeg,BÁNH WAFFLE DÂU,STRAWBERRY WAFFLE,35000
814.jpeg,BÁNH WAFFLE CHUỐI,BANANA WAFFLE,35000
814.jpeg,BÁNH MÌ XOÀI/DÂU/SOCOLA NƯỚNG PHÔ MAI,MANGO/STRAWBERRY/CHOCOLATE CHEESE PANINI,25000
814.jpeg,BÁNH MÌ NƯỚNG CHUỐI BƠ ĐẬU PHỘNG,BANANA PEANUT BUTTER PANINI,25000
814.jpeg,BÁNH MÌ CÁ NGỪ NƯỚNG PHÔ MAI,TUNA CHEESE PANINI,32000
814.jpeg,BÁNH MÌ XÔNG KHÓI PHÔ MAI,BACON CHEESE PANINI,32000
814.jpeg,SINH TỐ XOÀI/DÂU/CHANH,"MANGO, STRAWBERRY, LEMON SMOOTHIE",39000
814.jpeg,"SOCOLA, CÀ PHÊ/MATCHA ĐÁ XAY","CHOCOLATE, COFFEE, MATCHA PRAPPE",39000
814.jpeg,TRÀ OOLONG,OOLONG TEA,25000
814.jpeg,LỤC TRÀ MẬT ONG GỪNG,GREEN TEA WITH GINGER & HONEY,26000
814.jpeg,TRÀ SỮA TRUYỀN THỐNG,SIGNATURE MILKTEA,29000
814.jpeg,TRÀ SỮA TƯƠI,FRESH MILKTEA,29000
